Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300004249==Ga0066487_1001288,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 129_HOW14,Yes,Ga0066487_1001288,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004249,NA,SAMN06264837,PRJNA365610,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,67.73,86552,127165,NA,53,29,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004175==Ga0066409_10462161,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 13_LOW5,Yes,Ga0066409_10462161,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004175,NA,SAMN06267612,PRJNA367056,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,180.06,419460,476941,NA,93,265,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,219,96.8,2E-160,439,Methylobacter tundripaludum SV96,219,96.8,3E-160,439,NA
3300004175==Ga0066409_10429671,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 13_LOW5,Yes,Ga0066409_10429671,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004175,NA,SAMN06267612,PRJNA367056,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,180.06,419460,476941,NA,93,265,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,96.86,8E-164,448,Methylobacter tundripaludum SV96,223,96.86,1E-163,448,NA
3300004175==Ga0066409_10554581,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 13_LOW5,Yes,Ga0066409_10554581,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004175,NA,SAMN06267612,PRJNA367056,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,180.06,419460,476941,NA,93,265,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,190,100,5E-140,386,Methylobacter tundripaludum SV96,190,100,1E-139,386,NA
3300004244==Ga0066488_1008618,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 130_HOW14,Yes,Ga0066488_1008618,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004244,NA,SAMN06266390,PRJNA365611,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,46.66,46106,77640,NA,39,18,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
3300004178==Ga0066410_10011855,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 14_LOW5,Yes,Ga0066410_10011855,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004178,NA,SAMN06267613,PRJNA367057,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,223.73,515048,586909,NA,114,220,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004178==Ga0066410_10757801,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 14_LOW5,Yes,Ga0066410_10757801,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004178,NA,SAMN06267613,PRJNA367057,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,223.73,515048,586909,NA,114,220,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,182,97.25,5E-132,365,Methylobacter tundripaludum SV96,182,97.25,1E-131,365,NA
3300004178==Ga0066410_10526961,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 14_LOW5,Yes,Ga0066410_10526961,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004178,NA,SAMN06267613,PRJNA367057,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,223.73,515048,586909,NA,114,220,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,217,97.7,2E-160,439,Methylobacter tundripaludum SV96,217,97.7,4E-160,439,NA
3300004178==Ga0066410_10314631,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 14_LOW5,Yes,Ga0066410_10314631,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004178,NA,SAMN06267613,PRJNA367057,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,223.73,515048,586909,NA,114,220,Ludmila Chistoserdova,Methylomonas methanica MC09,201,99,5E-148,407,Methylomonas methanica MC09,201,99,1E-147,407,NA
3300004177==Ga0066411_10761051,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5,Yes,Ga0066411_10761051,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004177,NA,SAMN06267614,PRJNA367058,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,225.59,511579,586378,NA,96,221,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,196,96.94,2E-142,392,Methylobacter tundripaludum SV96,196,96.94,4E-142,392,NA
3300004177==Ga0066411_10761061,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5,Yes,Ga0066411_10761061,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004177,NA,SAMN06267614,PRJNA367058,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,225.59,511579,586378,NA,96,221,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,196,96.94,2E-142,392,Methylobacter tundripaludum SV96,196,96.94,4E-142,392,NA
3300004177==Ga0066411_10132962,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5,Yes,Ga0066411_10132962,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004177,NA,SAMN06267614,PRJNA367058,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,225.59,511579,586378,NA,96,221,Ludmila Chistoserdova,Methylobacter luteus IMV-B-3098T,223,97.31,4E-164,449,Methylobacter luteus IMV B 3098T,223,97.31,7E-164,449,NA
3300004177==Ga0066411_10707431,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5,Yes,Ga0066411_10707431,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004177,NA,SAMN06267614,PRJNA367058,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,225.59,511579,586378,NA,96,221,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,203,97.54,6E-149,409,Methylobacter sp. UBA6712,203,97.54,1E-148,409,NA
3300004177==Ga0066411_10537971,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 15_LOW5,Yes,Ga0066411_10537971,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004177,NA,SAMN06267614,PRJNA367058,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,225.59,511579,586378,NA,96,221,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004173==Ga0066412_10105082,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 16_LOW5,Yes,Ga0066412_10105082,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004173,NA,SAMN06267615,PRJNA367059,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,194.36,429399,495563,NA,113,183,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004173==Ga0066412_10364121,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 16_LOW5,Yes,Ga0066412_10364121,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004173,NA,SAMN06267615,PRJNA367059,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,194.36,429399,495563,NA,113,183,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,96.86,8E-164,448,Methylobacter tundripaludum SV96,223,96.86,1E-163,448,NA
3300004204==Ga0066413_10338971,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 19_HOW5,Yes,Ga0066413_10338971,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004204,NA,SAMN06267382,PRJNA367060,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,150.38,301058,352061,NA,88,181,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004204==Ga0066413_10368181,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 19_HOW5,Yes,Ga0066413_10368181,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004204,NA,SAMN06267382,PRJNA367060,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,150.38,301058,352061,NA,88,181,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,207,100,6E-155,425,Methylobacter tundripaludum SV96,207,100,1E-154,425,NA
3300004206==Ga0066414_10006295,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5,Yes,Ga0066414_10006295,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004206,NA,SAMN06267383,PRJNA367061,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,133.55,306713,349004,NA,101,220,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004206==Ga0066414_10238721,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5,Yes,Ga0066414_10238721,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004206,NA,SAMN06267383,PRJNA367061,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,133.55,306713,349004,NA,101,220,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,94.17,8E-162,443,Methylobacter whittenburyi ACM 3310,223,94.17,2E-161,443,NA
3300004206==Ga0066414_10044342,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5,Yes,Ga0066414_10044342,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004206,NA,SAMN06267383,PRJNA367061,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,133.55,306713,349004,NA,101,220,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004206==Ga0066414_10049924,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5,Yes,Ga0066414_10049924,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004206,NA,SAMN06267383,PRJNA367061,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,133.55,306713,349004,NA,101,220,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004205==Ga0066415_10010269,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 21_HOW5,Yes,Ga0066415_10010269,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004205,NA,SAMN06267384,PRJNA367062,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,124.01,288475,329392,NA,68,172,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004205==Ga0066415_10086912,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 21_HOW5,Yes,Ga0066415_10086912,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004205,NA,SAMN06267384,PRJNA367062,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,124.01,288475,329392,NA,68,172,Ludmila Chistoserdova,Methylomicrobium album BG8,223,98.65,6E-166,453,Methylomicrobium agile ATCC 35068,223,98.65,1E-165,453,NA
3300004205==Ga0066415_10142812,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 21_HOW5,Yes,Ga0066415_10142812,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004205,NA,SAMN06267384,PRJNA367062,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,124.01,288475,329392,NA,68,172,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004207==Ga0066416_10042844,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 22_HOW5,Yes,Ga0066416_10042844,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004207,NA,SAMN06266493,PRJNA367063,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,111.11,267611,298826,NA,88,128,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004198==Ga0066417_10124121,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 25_LOW6,Yes,Ga0066417_10124121,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004198,NA,SAMN06267385,PRJNA367064,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,106.70,234196,271802,NA,57,197,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,91.48,3E-157,431,Methylobacter whittenburyi ACM 3310,223,91.48,5E-157,431,NA
3300004198==Ga0066417_10226811,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 25_LOW6,Yes,Ga0066417_10226811,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004198,NA,SAMN06267385,PRJNA367064,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,106.70,234196,271802,NA,57,197,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,96.86,8E-164,448,Methylobacter tundripaludum SV96,223,96.86,1E-163,448,NA
3300004198==Ga0066417_10198801,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 25_LOW6,Yes,Ga0066417_10198801,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004198,NA,SAMN06267385,PRJNA367064,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,106.70,234196,271802,NA,57,197,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004202==Ga0066418_10247251,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 26_LOW6,Yes,Ga0066418_10247251,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004202,NA,SAMN06267386,PRJNA367065,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,121.88,267855,311130,NA,70,127,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,222,97.75,4E-164,449,Methylobacter tundripaludum SV96,222,97.75,7E-164,449,NA
